Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8933333333333332,0.8933333333333332,0.9466666666666667,0.0004211441675821941
2,0.8400000000000001,0.8400000000000001,0.9200000000000002,0.00039876937866210936
3,0.8400000000000001,0.8399999999999999,0.9200000000000002,0.00041781266530354814
4,0.8799999999999999,0.8800000000000001,0.9400000000000001,0.00039035638173421223
