Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8,0.8,0.9,0.001817946434020996
2,0.8,0.7999999999999999,0.9,0.0044805892308553055
3,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.0075007947285970055
4,0.78,0.78,0.89,0.007506715456644694
