Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.9262844611528822,0.9527777777777778,0.8816017316017316,0.005170362567841857
8,0.9051691729323308,0.9357142857142857,0.8538961038961039,0.005051744596701218
15,0.9086779448621554,0.9384126984126985,0.8582251082251082,0.0063404787826657595
22,0.9209899749373432,0.9331746031746031,0.900865800865801,0.008708282730035615
29,0.9332393483709274,0.9553968253968254,0.8954545454545455,0.005223217531851958
