Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8490196078431372,0.8525793650793652,0.9244755244755245,0.0004594238754970576
4,0.8205882352941177,0.8307936507936509,0.9102952602952603,0.00044038194456910777
7,0.8147058823529413,0.8194444444444444,0.9064840714840715,0.0004255849551531224
10,0.8320261437908496,0.8374206349206348,0.9151204351204351,0.00043463925131006175
13,0.830718954248366,0.8287698412698413,0.914137529137529,0.0004301406978781706
