Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.0,0.0,0.0,0.0
2,0.8666666666666666,0.8666666666666668,0.9333333333333333,0.008208125432332358
3,0.82,0.82,0.9099999999999999,0.0017519839604695636
4,0.8400000000000001,0.8400000000000001,0.9200000000000002,0.0018113263448079429
