Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8799999999999999,0.8800000000000001,0.9400000000000001,0.00037387847900390627
2,0.82,0.82,0.9099999999999999,0.00036465644836425776
3,0.8533333333333333,0.8533333333333333,0.9266666666666667,0.00037392775217692055
4,0.8200000000000001,0.82,0.9100000000000001,0.0003834184010823568
