Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.7187254901960783,0.7209236158578264,0.9061323617019182,0.0036410150574702842
5,0.7057142857142857,0.706956311232627,0.9017426438368978,0.003579182558032979
9,0.7117647058823529,0.7137491455912508,0.9037141700145732,0.0035530256490413545
13,0.7068767507002801,0.7073080428343587,0.9020284159724685,0.005222003994201746
17,0.7258543417366947,0.7277543290043289,0.9083673570493127,0.00511360258949237
