Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8032268170426065,0.986031746031746,0.49502164502164503,0.002986199246313339
8,0.8084586466165413,0.9915873015873016,0.4997835497835498,0.004228155221556661
15,0.8050751879699247,0.9776190476190475,0.5138528138528138,0.006374439298359671
22,0.8119987468671679,0.9888095238095239,0.5138528138528139,0.004907576750991936
29,0.8207706766917292,0.9888095238095238,0.538961038961039,0.00521748609710158
