Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.0,0.0,0.0,0.0
2,0.8266666666666668,0.8266666666666665,0.9133333333333333,0.00810413678487142
3,0.8333333333333334,0.8333333333333334,0.9166666666666664,0.0018296114603678383
4,0.8,0.8,0.9,0.0018938080469767253
