Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8066666666666666,0.8066666666666664,0.9033333333333333,0.0003236023585001627
2,0.8600000000000001,0.86,0.93,0.0003644609451293946
3,0.8333333333333334,0.8333333333333333,0.9166666666666667,0.00035396099090576175
4,0.7533333333333333,0.7533333333333333,0.8766666666666667,0.0003490225474039714
