Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.6902941176470588,0.6906559011164275,0.8964230387667887,0.0034535237754426415
5,0.7115686274509805,0.7134090909090909,0.9036519475707985,0.003299418554252603
9,0.710406162464986,0.7112329118250171,0.903232665352121,0.003541877770624241
13,0.7021568627450981,0.7036978810663022,0.9004358955896254,0.0035792233095783476
17,0.7140056022408963,0.7162770562770563,0.9044271879554137,0.0036536739820859677
