Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.0,0.0,0.0,0.0
4,0.8088235294117647,0.813015873015873,0.9032517482517483,0.008829088927873598
7,0.8147058823529412,0.8174603174603174,0.9075174825174825,0.008716852758444993
10,0.8467320261437908,0.8480952380952381,0.9223206423206424,0.009442768143672568
13,0.7921568627450981,0.8009920634920636,0.8978049728049727,0.009902174955879162
