Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8205882352941176,0.8298412698412697,0.9103341103341103,0.000510647328071345
4,0.8313725490196078,0.8420634920634921,0.9146814296814296,0.000503986489539053
7,0.8098039215686275,0.8173015873015872,0.9043123543123542,0.00048443975012286815
10,0.8261437908496733,0.8327380952380953,0.9138694638694638,0.0005704609397190069
13,0.792483660130719,0.7917460317460319,0.8960528360528361,0.0005072776009054745
