Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.9045751633986928,0.8965079365079365,0.9485249935249935,0.0009117006476408515
4,0.8996732026143791,0.8958730158730159,0.9481157731157731,0.0009346586426878286
7,0.9607843137254901,0.9596825396825397,0.9798834498834499,0.0010042289503259597
10,0.927124183006536,0.9256349206349206,0.963053613053613,0.0017539855701471465
13,0.9049019607843137,0.905079365079365,0.9501748251748253,0.0017949319353290634
