Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8600000000000001,0.86,0.93,0.00038300196329752606
2,0.7866666666666667,0.7866666666666666,0.8933333333333333,0.00038757483164469393
3,0.8,0.8,0.9,0.00039548397064208984
4,0.8,0.8,0.9,0.00040126164754231776
