Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8133333333333335,0.8133333333333332,0.9066666666666666,0.0009566815694173177
2,0.8799999999999999,0.8800000000000001,0.9400000000000001,0.0011252562204996743
3,0.8333333333333333,0.8333333333333333,0.9166666666666667,0.0013478501637776692
4,0.8933333333333333,0.8933333333333333,0.9466666666666667,0.0011988115310668946
