Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8200000000000001,0.8200000000000001,0.9099999999999999,0.0009215831756591798
2,0.7933333333333333,0.7933333333333332,0.8966666666666667,0.0011369800567626951
3,0.8,0.8,0.9,0.001225161552429199
4,0.8266666666666665,0.8266666666666665,0.9133333333333333,0.0011748536427815754
