Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8937908496732027,0.8931349206349207,0.9449961149961151,0.0026532297820047617
4,0.9045751633986928,0.905674603174603,0.94987826987827,0.013327968588062362
7,0.9215686274509803,0.9211904761904762,0.9588733488733489,0.0141633046997918
10,0.8712418300653596,0.865,0.9333799533799534,0.015286527817545373
13,0.9039215686274511,0.9018253968253969,0.950073815073815,0.015307225121392144
