Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.8085714285714285,0.8107142857142857,0.9359948421314348,0.003639057731094147
5,0.781344537815126,0.7831385281385281,0.9268982507188153,0.003979896978169931
9,0.7896918767507002,0.7913690476190476,0.9297254685838354,0.004094286946689381
13,0.7873249299719888,0.7893073593073593,0.9289366457914843,0.003753312642500848
17,0.8133193277310925,0.8157142857142856,0.9376069360746779,0.003852851981876277
