Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.7258263305322129,0.7275378787878788,0.9083255174485014,0.06957347887570785
5,0.7270868347338936,0.7288032581453634,0.9088797190712514,0.2192682432827829
9,0.7233193277310924,0.7236679767600821,0.9075105114419632,0.19458927173240512
13,0.7033053221288516,0.7045491569833675,0.9007650705029737,0.1758890859252598
17,0.7093697478991596,0.7107359307359308,0.9028166571891372,0.1893995867189573
