Dimension,Accuracy,Sensitivity,Specificity,Time
1,0.9069235588972431,0.9357142857142857,0.8586580086580085,0.003171990135857336
8,0.919172932330827,0.9442857142857143,0.8766233766233766,0.0041035537731677375
15,0.9140037593984962,0.9328571428571429,0.8816017316017316,0.006144415211856814
22,0.9227756892230576,0.9384920634920635,0.895887445887446,0.004787398086753406
29,0.9227130325814535,0.9383333333333332,0.8963203463203463,0.007370190617434662
